Login_ID,User_ID,Timestamp,Location,IP_Address,Login_Status,Access_Duration,Access_Duration_Minutes
LID000041,UID00005,17-05-2025 19:10,Tumakuru,170.203.175.90,Success,169,02:49
LID000042,UID00917,10-05-2025 17:32,Kalaburagi,42.86.209.197,Success,6823,113:43:00
LID000043,UID02520,29-05-2025 11:53,Hubballi,200.0.149.235,Failed,0,00:00
LID000044,UID04648,01-06-2025 09:17,Mysuru,33.63.27.96,Failed,0,00:00
LID000045,UID03982,08-05-2025 17:48,Mysuru,206.117.201.247,Success,4373,72:53:00
LID000046,UID01031,14-05-2025 22:27,Mangaluru,69.10.91.1,Success,4513,75:13:00
LID000047,UID01353,07-05-2025 11:15,Belagavi,178.54.253.41,Success,4979,82:59:00
LID000048,UID03467,29-05-2025 04:06,Hubballi,180.27.200.107,Success,6197,103:17:00
LID000049,UID01648,26-05-2025 09:12,Belagavi,200.169.23.10,Success,5512,91:52:00
LID000050,UID03060,16-05-2025 04:16,Ballari,14.197.44.73,Success,3708,61:48:00
LID000051,UID00992,13-05-2025 14:13,Hubballi,205.155.245.22,Success,2779,46:19:00
LID000052,UID00173,18-05-2025 10:38,Tumakuru,55.230.31.28,Success,4830,80:30:00
LID000053,UID01805,24-05-2025 13:53,Bengaluru,222.114.147.17,Failed,0,00:00
LID000054,UID00483,09-05-2025 04:26,Hubballi,113.6.64.5,Failed,0,00:00
LID000055,UID00258,19-05-2025 17:22,Kalaburagi,78.186.51.36,Failed,0,00:00
LID000056,UID01950,31-05-2025 21:03,Belagavi,113.34.201.165,Success,1765,29:25:00
LID000057,UID04418,06-05-2025 04:03,Mangaluru,112.128.170.223,Success,4687,78:07:00
LID000058,UID04721,19-05-2025 08:26,Ballari,79.59.119.203,Success,3884,64:44:00
LID000059,UID03335,16-05-2025 19:55,Hubballi,141.182.14.78,Failed,0,00:00
LID000060,UID03532,29-05-2025 11:43,Kalaburagi,94.64.61.254,Success,3835,63:55:00
LID000061,UID00444,15-05-2025 02:34,Mysuru,166.131.81.79,Failed,0,00:00
LID000062,UID02780,12-05-2025 13:18,Mysuru,91.150.87.180,Success,1568,26:08:00
LID000063,UID04394,20-05-2025 12:15,Ballari,61.227.187.108,Failed,0,00:00
LID000064,UID01504,05-05-2025 22:34,Belagavi,134.76.122.123,Success,7173,119:33:00
LID000065,UID00618,06-05-2025 06:05,Ballari,53.183.34.65,Success,7022,117:02:00
LID000066,UID04509,08-05-2025 14:46,Mysuru,115.11.24.126,Failed,0,00:00
LID000067,UID04429,29-05-2025 08:17,Bengaluru,29.128.13.236,Success,6183,103:03:00
LID000068,UID01937,12-05-2025 05:14,Mangaluru,126.127.230.161,Success,3953,65:53:00
LID000069,UID01752,06-05-2025 23:17,Shivamogga,19.34.17.124,Success,1358,22:38
LID000070,UID03105,05-05-2025 18:24,Bengaluru,128.241.202.234,Success,2182,36:22:00
LID000071,UID03728,07-05-2025 20:07,Belagavi,215.144.107.184,Success,5994,99:54:00
LID000072,UID04553,11-05-2025 09:14,Ballari,62.206.147.143,Failed,0,00:00
LID000073,UID02431,13-05-2025 16:30,Hubballi,209.224.87.90,Success,4754,79:14:00
LID000074,UID04442,11-05-2025 07:17,Bengaluru,56.252.171.137,Success,478,07:58
LID000075,UID00411,16-05-2025 04:27,Tumakuru,222.143.109.183,Success,6995,116:35:00
LID000076,UID04351,17-05-2025 03:48,Mangaluru,63.37.159.222,Failed,0,00:00
LID000077,UID04161,10-05-2025 19:49,Mysuru,97.189.217.247,Success,571,09:31
LID000078,UID04875,06-05-2025 03:36,Mysuru,131.230.186.146,Success,1936,32:16:00
LID000079,UID03308,18-05-2025 12:50,Mysuru,94.131.179.250,Success,4676,77:56:00
LID000080,UID02017,27-05-2025 17:19,Tumakuru,213.9.176.92,Success,5083,84:43:00
LID000081,UID00672,06-05-2025 01:44,Shivamogga,203.148.130.47,Success,4640,77:20:00
LID000082,UID04283,12-05-2025 07:58,Kalaburagi,68.89.120.132,Success,1683,28:03:00
LID000083,UID02574,14-05-2025 17:30,Hubballi,47.193.254.5,Success,1082,18:02
LID000084,UID02458,31-05-2025 09:57,Ballari,133.63.55.85,Success,6169,102:49:00
LID000085,UID00595,23-05-2025 15:54,Bengaluru,148.63.103.79,Success,4622,77:02:00
LID000086,UID00820,15-05-2025 23:16,Mysuru,103.65.185.106,Success,4154,69:14:00
LID000087,UID02173,14-05-2025 21:33,Mangaluru,121.12.9.233,Success,573,09:33
LID000088,UID02002,17-05-2025 20:59,Kalaburagi,18.82.69.240,Success,3599,59:59:00
LID000089,UID04451,03-05-2025 18:19,Belagavi,19.51.11.226,Success,6621,110:21:00
LID000090,UID04334,06-05-2025 20:49,Bengaluru,6.31.33.101,Success,4553,75:53:00
LID000091,UID02453,09-05-2025 17:47,Mysuru,204.140.226.117,Success,1110,18:30
LID000092,UID02167,15-05-2025 04:04,Mysuru,42.24.134.46,Success,6091,101:31:00
LID000093,UID04533,24-05-2025 13:59,Mangaluru,174.107.142.27,Success,4964,82:44:00
LID000094,UID01726,02-06-2025 00:07,Kalaburagi,196.8.2.199,Success,5205,86:45:00
LID000095,UID02163,30-05-2025 05:37,Davanagere,38.161.41.70,Success,6941,115:41:00
LID000096,UID00417,09-05-2025 19:55,Mysuru,120.219.53.173,Success,6804,113:24:00
LID000097,UID02267,30-05-2025 04:01,Bengaluru,108.130.18.221,Failed,0,00:00
LID000098,UID01072,01-06-2025 16:08,Belagavi,101.175.142.1,Failed,0,00:00
LID000099,UID03620,13-05-2025 04:40,Davanagere,144.229.28.185,Success,4604,76:44:00
LID000100,UID00080,27-05-2025 20:18,Mysuru,17.160.37.1,Failed,0,00:00
LID000101,UID01222,07-05-2025 19:00,Davanagere,145.181.32.252,Failed,0,00:00
LID000102,UID03025,05-05-2025 10:50,Tumakuru,72.95.89.104,Success,3530,58:50:00
LID000103,UID01045,16-05-2025 00:40,Bengaluru,111.17.194.28,Success,6531,108:51:00
LID000104,UID00327,30-05-2025 02:13,Kalaburagi,128.158.109.169,Success,2054,34:14:00
LID000105,UID00843,08-05-2025 17:48,Kalaburagi,73.138.26.254,Success,7175,119:35:00
LID000106,UID03330,29-05-2025 19:07,Tumakuru,87.161.60.22,Success,1949,32:29:00
LID000107,UID01332,31-05-2025 14:08,Mangaluru,7.112.52.4,Success,213,03:33
LID000108,UID01470,09-05-2025 11:57,Kalaburagi,87.86.115.74,Success,3382,56:22:00
LID000109,UID02033,05-05-2025 05:56,Belagavi,214.184.242.109,Failed,0,00:00
LID000110,UID00886,15-05-2025 10:11,Shivamogga,150.162.171.178,Success,7043,117:23:00
LID000111,UID03856,30-05-2025 11:46,Hubballi,221.1.11.39,Failed,0,00:00
LID000112,UID03771,10-05-2025 19:32,Kalaburagi,215.147.90.41,Success,6525,108:45:00
LID000113,UID01865,11-05-2025 04:47,Hubballi,193.90.166.155,Failed,0,00:00
LID000114,UID01583,23-05-2025 07:49,Shivamogga,85.66.134.209,Success,7090,118:10:00
LID000115,UID00569,23-05-2025 07:08,Belagavi,163.248.126.54,Success,4183,69:43:00
LID000116,UID03275,16-05-2025 06:19,Davanagere,105.186.194.122,Success,236,03:56
LID000117,UID00945,21-05-2025 21:09,Belagavi,223.15.228.132,Failed,0,00:00
LID000118,UID02175,14-05-2025 02:37,Bengaluru,103.215.89.187,Failed,0,00:00
LID000119,UID03560,20-05-2025 06:51,Kalaburagi,46.144.236.174,Success,2579,42:59:00
LID000120,UID03575,14-05-2025 03:11,Tumakuru,76.92.61.13,Success,957,15:57
LID000121,UID03156,22-05-2025 15:42,Tumakuru,36.113.99.188,Failed,0,00:00
LID000122,UID00364,16-05-2025 20:40,Shivamogga,57.148.84.167,Failed,0,00:00
LID000123,UID04411,29-05-2025 08:12,Hubballi,33.196.53.12,Success,583,09:43
LID000124,UID02705,08-05-2025 21:51,Tumakuru,216.91.223.249,Success,6956,115:56:00
LID000125,UID01021,11-05-2025 23:30,Belagavi,144.253.102.161,Success,5473,91:13:00
LID000126,UID03346,05-05-2025 04:02,Kalaburagi,91.207.228.131,Success,2432,40:32:00
LID000127,UID04542,20-05-2025 02:13,Mangaluru,186.9.165.3,Failed,0,00:00
LID000128,UID03106,24-05-2025 11:54,Mangaluru,135.102.189.150,Success,2475,41:15:00
LID000129,UID03327,22-05-2025 00:15,Davanagere,214.21.32.21,Success,2499,41:39:00
LID000130,UID02351,15-05-2025 16:14,Hubballi,91.232.93.205,Success,4761,79:21:00
LID000131,UID04970,03-05-2025 09:26,Kalaburagi,11.39.14.79,Success,3632,60:32:00
LID000132,UID01751,20-05-2025 23:49,Davanagere,26.144.255.169,Success,6531,108:51:00
LID000133,UID01391,18-05-2025 13:12,Mysuru,135.249.220.117,Success,5448,90:48:00
LID000134,UID02746,17-05-2025 21:22,Mysuru,14.136.199.1,Success,6163,102:43:00
LID000135,UID01925,19-05-2025 03:29,Belagavi,50.236.3.200,Success,1641,27:21:00
LID000136,UID01208,30-05-2025 05:24,Bengaluru,90.232.151.191,Failed,0,00:00
LID000137,UID03893,21-05-2025 17:12,Tumakuru,139.35.67.145,Success,606,10:06
LID000138,UID03731,02-06-2025 04:35,Shivamogga,153.253.34.181,Success,4725,78:45:00
LID000139,UID01593,29-05-2025 21:51,Shivamogga,174.110.85.253,Success,2008,33:28:00
LID000140,UID01209,17-05-2025 05:44,Bengaluru,101.164.253.217,Success,7058,117:38:00
LID000141,UID00874,25-05-2025 21:13,Shivamogga,22.214.164.83,Success,6597,109:57:00
LID000142,UID04244,28-05-2025 03:01,Ballari,21.110.28.164,Failed,0,00:00
LID000143,UID02042,07-05-2025 10:15,Mysuru,53.115.185.118,Success,6575,109:35:00
LID000144,UID03807,07-05-2025 20:16,Davanagere,163.194.5.146,Success,4887,81:27:00
LID000145,UID02600,18-05-2025 09:08,Ballari,115.47.162.222,Success,5902,98:22:00
LID000146,UID04136,10-05-2025 11:08,Shivamogga,79.171.128.12,Success,4498,74:58:00
LID000147,UID03653,26-05-2025 09:02,Mangaluru,132.169.55.188,Success,3898,64:58:00
LID000148,UID03687,25-05-2025 10:04,Belagavi,44.113.160.123,Success,6890,114:50:00
LID000149,UID02272,21-05-2025 22:50,Davanagere,23.206.184.118,Success,1969,32:49:00
LID000150,UID02250,10-05-2025 11:24,Ballari,128.90.216.161,Failed,0,00:00
LID000151,UID02341,08-05-2025 11:39,Hubballi,183.0.191.32,Success,2629,43:49:00
LID000152,UID04425,11-05-2025 20:23,Mysuru,167.110.203.221,Failed,0,00:00
LID000153,UID01895,05-05-2025 17:58,Shivamogga,2.124.69.109,Success,5796,96:36:00
LID000154,UID01753,25-05-2025 11:17,Mysuru,93.188.182.255,Success,2720,45:20:00
LID000155,UID04446,29-05-2025 02:16,Ballari,197.68.233.193,Success,1704,28:24:00
LID000156,UID03442,24-05-2025 19:06,Shivamogga,155.79.184.119,Success,4794,79:54:00
LID000157,UID00161,29-05-2025 21:47,Tumakuru,21.23.210.81,Success,58,00:58
LID000158,UID02882,26-05-2025 08:30,Belagavi,23.233.99.78,Success,7001,116:41:00
LID000159,UID03433,16-05-2025 18:33,Davanagere,191.129.209.155,Success,4483,74:43:00
LID000160,UID04942,14-05-2025 22:12,Hubballi,124.79.87.203,Success,2245,37:25:00
LID000161,UID03571,17-05-2025 04:21,Ballari,117.95.161.171,Failed,0,00:00
LID000162,UID02754,18-05-2025 19:57,Shivamogga,210.148.23.153,Success,6895,114:55:00
LID000163,UID03829,10-05-2025 00:41,Mangaluru,110.32.233.157,Success,4385,73:05:00
LID000164,UID00221,10-05-2025 17:29,Shivamogga,132.28.83.84,Success,5441,90:41:00
LID000165,UID00223,23-05-2025 10:49,Mysuru,61.209.180.46,Success,1121,18:41
LID000166,UID03783,23-05-2025 11:52,Mangaluru,90.227.161.167,Failed,0,00:00
LID000167,UID03106,22-05-2025 05:14,Kalaburagi,208.160.1.120,Success,2687,44:47:00
LID000168,UID02765,31-05-2025 06:11,Shivamogga,32.96.153.241,Success,6825,113:45:00
LID000169,UID03454,20-05-2025 09:17,Belagavi,56.245.138.142,Success,3862,64:22:00
LID000170,UID00159,23-05-2025 15:39,Davanagere,5.195.169.202,Failed,0,00:00
LID000171,UID02867,27-05-2025 00:17,Hubballi,118.249.47.37,Success,6409,106:49:00
LID000172,UID00330,26-05-2025 21:16,Bengaluru,85.131.37.123,Success,1643,27:23:00
LID000173,UID00167,22-05-2025 22:31,Tumakuru,190.244.220.47,Failed,0,00:00
LID000174,UID01035,09-05-2025 12:09,Ballari,192.80.110.116,Success,4630,77:10:00
LID000175,UID01786,22-05-2025 10:32,Ballari,129.188.10.63,Success,6292,104:52:00
LID000176,UID03022,07-05-2025 09:16,Mangaluru,136.175.76.226,Success,6137,102:17:00
LID000177,UID00939,25-05-2025 17:23,Mangaluru,98.20.204.213,Success,895,14:55
LID000178,UID04741,21-05-2025 17:09,Bengaluru,61.25.203.54,Success,4726,78:46:00
LID000179,UID03075,19-05-2025 04:16,Shivamogga,56.67.154.153,Success,1634,27:14:00
LID000180,UID00623,16-05-2025 19:39,Tumakuru,189.125.117.134,Success,5148,85:48:00
LID000181,UID01990,15-05-2025 13:23,Mysuru,175.195.48.59,Success,2480,41:20:00
LID000182,UID04919,04-05-2025 06:03,Mysuru,177.170.175.108,Success,4646,77:26:00
LID000183,UID00337,20-05-2025 07:12,Kalaburagi,113.25.15.147,Success,5429,90:29:00
LID000184,UID03036,05-05-2025 06:22,Mysuru,183.233.190.172,Success,2805,46:45:00
LID000185,UID00104,12-05-2025 23:44,Shivamogga,170.156.10.30,Success,874,14:34
LID000186,UID03552,14-05-2025 21:23,Kalaburagi,71.82.40.28,Success,6798,113:18:00
LID000187,UID03767,30-05-2025 16:32,Mangaluru,201.220.49.222,Success,6021,100:21:00
LID000188,UID04275,15-05-2025 18:00,Belagavi,181.94.135.86,Success,4418,73:38:00
LID000189,UID03961,01-06-2025 17:23,Ballari,135.84.129.170,Success,5998,99:58:00
LID000190,UID04854,11-05-2025 06:16,Belagavi,194.110.177.112,Success,2021,33:41:00
LID000191,UID00710,31-05-2025 09:41,Belagavi,83.247.27.134,Success,2007,33:27:00
LID000192,UID03807,31-05-2025 06:19,Tumakuru,152.5.7.122,Success,3114,51:54:00
LID000193,UID02756,22-05-2025 13:36,Bengaluru,205.150.45.236,Success,2672,44:32:00
LID000194,UID01490,07-05-2025 00:00,Ballari,143.138.216.36,Success,6545,109:05:00
LID000195,UID02117,08-05-2025 06:11,Kalaburagi,147.77.33.113,Success,4893,81:33:00
LID000196,UID02264,01-06-2025 10:59,Davanagere,160.168.56.27,Failed,0,00:00
LID000197,UID01566,20-05-2025 03:59,Mysuru,13.237.219.187,Success,3339,55:39:00
LID000198,UID04003,06-05-2025 15:48,Davanagere,13.117.174.210,Success,5667,94:27:00
LID000199,UID03901,03-05-2025 22:12,Ballari,168.250.251.183,Success,151,02:31
LID000200,UID00763,08-05-2025 10:25,Belagavi,27.151.11.93,Success,5677,94:37:00
LID000201,UID01994,25-05-2025 15:06,Belagavi,155.223.5.122,Success,3033,50:33:00
LID000202,UID03877,11-05-2025 20:40,Davanagere,184.164.131.212,Success,3495,58:15:00
LID000203,UID04509,02-06-2025 05:03,Kalaburagi,167.188.103.225,Success,3727,62:07:00
LID000204,UID02220,25-05-2025 21:05,Belagavi,24.150.178.62,Success,998,16:38
LID000205,UID01578,18-05-2025 22:58,Kalaburagi,169.22.47.138,Failed,0,00:00
LID000206,UID04390,16-05-2025 20:26,Mangaluru,215.205.186.177,Failed,0,00:00
LID000207,UID03967,25-05-2025 20:53,Belagavi,152.65.92.90,Success,6237,103:57:00
LID000208,UID04298,19-05-2025 15:23,Tumakuru,84.205.8.57,Success,833,13:53
LID000209,UID01591,12-05-2025 03:19,Belagavi,27.90.185.224,Success,1479,24:39:00
LID000210,UID02477,15-05-2025 20:28,Bengaluru,49.174.98.100,Success,1046,17:26
LID000211,UID02248,30-05-2025 07:00,Bengaluru,76.58.68.188,Success,4543,75:43:00
LID000212,UID02394,07-05-2025 11:12,Mangaluru,118.128.186.198,Success,6176,102:56:00
LID000213,UID04022,27-05-2025 00:42,Mysuru,2.246.23.122,Success,4712,78:32:00
LID000214,UID02330,26-05-2025 10:09,Ballari,159.105.157.225,Success,2801,46:41:00
LID000215,UID01511,25-05-2025 01:37,Bengaluru,161.125.37.130,Success,7069,117:49:00
LID000216,UID03914,17-05-2025 14:16,Mysuru,115.228.147.244,Success,3292,54:52:00
LID000217,UID04029,18-05-2025 04:13,Mysuru,151.158.7.245,Success,5633,93:53:00
LID000218,UID00440,26-05-2025 06:51,Mangaluru,6.192.3.224,Failed,0,00:00
LID000219,UID04611,23-05-2025 23:13,Belagavi,198.212.174.189,Failed,0,00:00
LID000220,UID02034,20-05-2025 09:21,Mysuru,145.86.177.216,Success,3419,56:59:00
LID000221,UID04967,18-05-2025 04:42,Tumakuru,113.238.52.220,Success,1858,30:58:00
LID000222,UID04281,12-05-2025 15:50,Shivamogga,43.217.126.190,Success,3636,60:36:00
LID000223,UID02436,12-05-2025 14:37,Tumakuru,119.191.71.4,Success,2511,41:51:00
LID000224,UID04659,16-05-2025 17:36,Tumakuru,185.14.83.73,Failed,0,00:00
LID000225,UID00813,08-05-2025 04:35,Hubballi,174.94.182.119,Success,2177,36:17:00
LID000226,UID00666,14-05-2025 08:30,Mangaluru,51.88.90.47,Success,4531,75:31:00
LID000227,UID00615,03-05-2025 23:57,Mangaluru,136.25.239.107,Failed,0,00:00
LID000228,UID03691,16-05-2025 15:03,Tumakuru,67.125.90.177,Success,277,04:37
LID000229,UID01897,30-05-2025 04:10,Belagavi,40.20.246.144,Success,5768,96:08:00
LID000230,UID03720,27-05-2025 03:23,Mysuru,64.200.244.208,Success,2177,36:17:00
LID000231,UID04832,31-05-2025 04:18,Hubballi,62.163.64.234,Success,4471,74:31:00
LID000232,UID01842,24-05-2025 16:39,Mangaluru,35.73.193.150,Success,6781,113:01:00
LID000233,UID01166,15-05-2025 13:37,Mysuru,207.210.99.174,Failed,0,00:00
LID000234,UID02520,08-05-2025 20:23,Tumakuru,175.52.166.26,Success,4672,77:52:00
LID000235,UID02365,27-05-2025 04:23,Ballari,67.110.84.192,Failed,0,00:00
LID000236,UID02492,10-05-2025 16:14,Shivamogga,108.220.130.161,Success,4109,68:29:00
LID000237,UID04424,07-05-2025 10:42,Ballari,199.60.165.174,Success,4909,81:49:00
LID000238,UID00327,30-05-2025 09:40,Shivamogga,183.56.212.57,Success,4955,82:35:00
LID000239,UID02052,28-05-2025 16:18,Bengaluru,60.85.138.123,Failed,0,00:00
LID000240,UID04713,17-05-2025 17:54,Tumakuru,221.184.249.88,Success,6274,104:34:00
LID000241,UID02208,18-05-2025 03:15,Tumakuru,131.218.208.52,Failed,0,00:00
LID000242,UID01436,01-06-2025 21:44,Ballari,203.153.103.95,Success,3632,60:32:00
LID000243,UID02279,13-05-2025 09:33,Mangaluru,144.239.246.76,Success,3580,59:40:00
LID000244,UID04029,07-05-2025 06:03,Mysuru,106.199.240.183,Success,3355,55:55:00
LID000245,UID02731,30-05-2025 02:35,Kalaburagi,64.43.214.206,Success,7036,117:16:00
LID000246,UID01318,23-05-2025 03:25,Kalaburagi,31.9.133.229,Success,4068,67:48:00
LID000247,UID02362,17-05-2025 10:48,Shivamogga,82.112.79.121,Success,4516,75:16:00
LID000248,UID00301,17-05-2025 00:51,Ballari,157.14.217.104,Failed,0,00:00
LID000249,UID02068,06-05-2025 18:23,Kalaburagi,144.238.118.132,Failed,0,00:00
LID000250,UID03312,31-05-2025 22:37,Davanagere,140.169.17.236,Success,19,00:19
LID000251,UID04445,23-05-2025 22:47,Ballari,78.99.71.41,Success,1546,25:46:00
LID000252,UID04248,10-05-2025 13:03,Kalaburagi,212.141.51.29,Success,4093,68:13:00
LID000253,UID03622,06-05-2025 18:40,Bengaluru,83.175.233.112,Success,4509,75:09:00
LID000254,UID01074,01-06-2025 04:44,Belagavi,185.60.76.71,Success,5730,95:30:00
LID000255,UID03971,24-05-2025 15:07,Mysuru,83.118.58.225,Failed,0,00:00
LID000256,UID04988,22-05-2025 20:25,Hubballi,207.243.74.232,Success,2555,42:35:00
LID000257,UID04513,24-05-2025 13:29,Bengaluru,66.141.20.63,Success,773,12:53
LID000258,UID01841,24-05-2025 06:49,Mysuru,184.3.3.141,Success,972,16:12
LID000259,UID01262,04-05-2025 13:36,Ballari,65.83.228.191,Success,2400,40:00:00
LID000260,UID04169,16-05-2025 09:28,Belagavi,139.54.83.46,Success,3962,66:02:00
LID000261,UID03869,26-05-2025 03:38,Hubballi,15.19.95.34,Success,1194,19:54
LID000262,UID03143,16-05-2025 19:32,Hubballi,99.124.177.68,Success,4173,69:33:00
LID000263,UID01119,27-05-2025 04:22,Mysuru,195.225.74.103,Success,6481,108:01:00
LID000264,UID03400,20-05-2025 04:52,Kalaburagi,52.140.55.239,Success,4169,69:29:00
LID000265,UID02189,08-05-2025 09:20,Bengaluru,218.141.192.107,Success,2455,40:55:00
LID000266,UID04809,23-05-2025 07:04,Tumakuru,146.114.41.15,Success,4021,67:01:00
LID000267,UID01218,22-05-2025 18:01,Ballari,160.150.79.187,Success,2837,47:17:00
LID000268,UID02724,25-05-2025 09:22,Davanagere,80.39.77.128,Success,3100,51:40:00
LID000269,UID03731,19-05-2025 00:06,Kalaburagi,89.222.1.14,Success,5723,95:23:00
LID000270,UID01957,28-05-2025 07:01,Tumakuru,172.2.91.125,Success,7022,117:02:00
LID000271,UID03366,29-05-2025 15:38,Bengaluru,17.188.10.52,Success,3884,64:44:00
LID000272,UID03124,12-05-2025 10:01,Shivamogga,15.249.211.230,Success,6501,108:21:00
LID000273,UID01247,24-05-2025 18:29,Ballari,182.131.140.146,Success,1044,17:24
LID000274,UID04115,16-05-2025 06:36,Tumakuru,6.77.226.57,Success,832,13:52
LID000275,UID03607,24-05-2025 13:54,Mysuru,223.130.194.81,Success,3753,62:33:00
LID000276,UID00126,09-05-2025 04:56,Mangaluru,79.80.166.79,Success,5373,89:33:00
LID000277,UID01265,10-05-2025 23:59,Mysuru,32.224.10.220,Success,2181,36:21:00
LID000278,UID02774,30-05-2025 02:53,Tumakuru,46.97.126.216,Success,5333,88:53:00
LID000279,UID00658,08-05-2025 19:39,Kalaburagi,19.194.72.92,Success,7049,117:29:00
LID000280,UID04372,10-05-2025 18:51,Shivamogga,25.86.238.13,Success,5144,85:44:00
LID000281,UID03998,28-05-2025 00:20,Davanagere,154.151.100.202,Failed,0,00:00
LID000282,UID00561,26-05-2025 17:37,Hubballi,192.111.153.73,Success,2364,39:24:00
LID000283,UID01864,25-05-2025 11:39,Mysuru,7.17.149.139,Success,816,13:36
LID000284,UID00824,12-05-2025 13:32,Ballari,212.94.70.190,Failed,0,00:00
LID000285,UID02454,06-05-2025 16:48,Bengaluru,125.168.230.170,Failed,0,00:00
LID000286,UID00460,19-05-2025 19:27,Belagavi,206.35.43.107,Success,3538,58:58:00
LID000287,UID01193,03-05-2025 10:27,Hubballi,126.152.220.79,Success,4646,77:26:00
LID000288,UID01476,31-05-2025 19:18,Mangaluru,159.86.68.113,Failed,0,00:00
LID000289,UID04993,10-05-2025 12:35,Shivamogga,31.127.185.130,Success,1982,33:02:00
LID000290,UID04077,20-05-2025 01:34,Tumakuru,56.36.53.165,Failed,0,00:00
LID000291,UID03778,25-05-2025 09:59,Belagavi,205.130.92.44,Success,5472,91:12:00
LID000292,UID00077,14-05-2025 21:41,Ballari,142.242.175.225,Success,5560,92:40:00
LID000293,UID04478,23-05-2025 06:03,Mangaluru,94.69.62.42,Failed,0,00:00
LID000294,UID02831,21-05-2025 19:38,Tumakuru,41.188.23.243,Success,3485,58:05:00
LID000295,UID02049,27-05-2025 08:34,Ballari,194.129.70.179,Success,1641,27:21:00
LID000296,UID03152,27-05-2025 16:40,Ballari,195.83.246.107,Failed,0,00:00
LID000297,UID03125,08-05-2025 04:24,Tumakuru,222.22.253.13,Success,2433,40:33:00
